id,name,category,article,cta,signal,step,new_id,type,reward,line
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,0,Okay. Does it mention clear instructions on how to use this product?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,1,"No, it doesn’t."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,0,Is there any evidence about the product being scientifically verified?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,1,It is mentioned that the product is supported by scientific research according to some experts.
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,0,Could you please find any clues as to their field of expertise?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,1,I am afraid I cannot find anything.
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,0,All right. Could you find any evidence concerning the scientific research that was conducted for the product?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,1,There was no further evidence about it.
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,0,"Is there any concrete proof, for example percentages or survey results, that can verify the effectiveness of the product on a large scale?"
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,1,"No, there isn’t. There is only a positive review from a satisfied customer."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,0,The fact that one person tried it and was satisfied does not necessarily mean that you should try it and that it will work for you. This is a clear example of the “Bandwagon” logical fallacy that can appear in fake news. Were you aware of such a method?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,3,3,expert,1,"No, I didn’t. But, thanks for the information."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,4,4,expert,0,"Were the article to contain more information to ensure its authenticity as well as information about the diet product, would it be considered credible?"
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,4,4,expert,1,"Yes, I think so."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,5,5,expert,0,"What do you think would be the implications for someone who reads this article, but does not seek to doubt and investigate it, like you did?"
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,5,5,expert,1,I think that this person would form a wrong opinion by trusting an unreliable source and have false hopes that such a diet product exists.
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,0,"How are you feeling about this article, after our discussion?"
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,1,I am persuaded that the article is unreliable and provides unverified and limited pieces of information.
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,0,Would you be in a better position to identify an unverified source from now on?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,1,"Yes, I think I would."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,0,Did you find our discussion helpful?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,1,"Yes, I did."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,0,What are you planning to do with this article now?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,1,I am planning to skip it and maybe report the source.
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,0,Is there anything else you would like to discuss?
1,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,1,"No, thank you."
1,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,low,bandwagon,6,6,expert,0,"Please, rate from 1-5 your experience with the Response. You can write any comments you believe will help me improve it. Thank you for using the  application. Have a good day!"
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,"Hello, I discovered the article “Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com” and I would like to discuss it further."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,0,"Of course. I am here to discuss anything you want. First of all, what made you choose to read the article in the first place?"
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,I wanted to get informed about new methods of weight loss.
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,0,What was it that specifically caught your attention?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,I have doubts regarding the content of the article.
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,0,What is it that is troubling you with this article?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,"Actually, it is the content of some arguments presented in favor of the diet product."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,0,Could you clarify the content of those arguments?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,"The article insists that those who do not get the chance to acquire and try this diet product immediately, then they would suffer from serious health problems in the future."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,0,Have you come across such arguments before?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,"No, it’s the first time I have come across such arguments."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,0,Could you also clarify the number of those arguments and the part of the text they appear?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,1,7,expert,1,The arguments are two and are stated in the last paragraph of the article
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,0,Why do you think these arguments are written in this way?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,1,"Perhaps, the aim is to make people hasten to buy the product by scaring them."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,0,Could you please elaborate?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,1,I guess the article wants to make the readers anxious and worried enough about their health to purchase the diet product.
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,0,I think your thoughts on this are insightful. Have you been influenced by something or someone?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,1,"Yes, I have read about several methods of argumentation."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,0,Do you consider this article to be credible?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,2,8,expert,1,"No, I don’t think so."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,0,Is there any specific reason to question the credibility of this article?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,1,Yes.
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,0,What is the reason that led you to this belief?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,1,"The article does not focus on advertising the product’s benefits. Instead, it shifts the reader’s attention to scare him/her with hypotheses about imminent serious health risks."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,0,"That’s correct. In fact, this is a clear illustration of the “slippery slope” logical argument. It is actually a type of logical fallacy that employs fear while making extreme hypotheses that lead to a series of, usually bad, events. Perhaps, you would be interested to know more about it."
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,1,"No, thank you."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,0,"So, have you come to the conclusion concerning the credibility of the article?"
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,3,9,expert,1,"Yes, I personally believe that the article is not a reliable source of information."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,4,10,expert,0,"Were the article to use a different way to express its content, would it be considered credible?"
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,4,10,expert,1,"Well, it depends on the style of writing."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,4,10,expert,0,What would be an alternative way to write the article and be considered credible?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,4,10,expert,1,"It would be considered credible, if actual facts about the product were mentioned without using fear and hypotheses to intimidate the readers."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,5,11,expert,0,"What do you think would be the implications for someone who reads this article, but does not seek to doubt and investigate it, like you did?"
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,5,11,expert,1,I suppose that this person would start to become worried about his/her health without consuming this diet product and would be influenced to buy it.
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,0,Would you be in a better position to identify the slippery slope logical fallacies in an article from now on?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,1,"Yes, I think I would."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,0,Did you find our discussion helpful?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,1,"Yes, I did."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,0,What are you planning to do with this article now?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,1,I am planning to skip it and maybe report the source.
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,0,Is there anything else you would like to discuss?
2,Context,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,1,"No, thank you."
2,Response,students,Transform Your Body with the Latest Breakthrough in Weight Loss – SkinnySecretsExposed.com,medium,slippery_slope,6,12,expert,0,"Please, rate from 1-5 your experience with the Response. You can write any comments you believe will help me improve it. Thank you for using the  application. Have a good day!"
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,"Hello, I came across the article “Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital” and I would like to discuss it further."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,Of course. I am here to discuss anything you want. Could you please inform me about the main topic of the article?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,Yes. A 50-year-old pakistani immigrant tried to rape a 23-year-old Italian girl in alcoholic comma in the Sant'Orsola Hospital in Bologna.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,Are you familiar with this topic?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,"No, I am not familiar. | Yes, I am familiar."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,Could you explain to me the key point of the article?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,"Yes, the article argues that immigrants commit violent crimes against women in the Emilia capital."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,What do you think is the aim of this article?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,I think the article aims to alert the readers about the fact that immigrants are violent and dangerous.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,What is it that concerns you about this article?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,I felt quite uncomfortable after reading this article.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,Could you clarify what exactly made you feel that way?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,The way the author wrote the article.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,Do you mean the language the author uses?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,Yes.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,Could you provide me with one or some related examples from the article?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,"Of course. There are sentences like “This is yet another horrific case of violence against women”, “Here they are, the resources so extolled by the champions of welcome” and “Pakistani man who had been brought to the polyclinic by a woman who had taken pity on him for seeing him sleeping in the street”."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,0,How exactly did these sentences make you feel after reading them?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,1,13,expert,1,"They made me feel scared, vulnerable and disappointed."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,0,I see. Why do you assume you felt this way after reading this article? Do you think the author did this on purpose?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,1,I am not sure. Could you please provide me with some guidance?
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,0,"Of course. An author can write an article in order to inform the readers about events or facts and/or describe people, events or facts. An author can also write an article so as to provoke feelings to the readers. Did you know that?"
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,1,"No, I didn’t."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,0,"So, since you felt scared, vulnerable and disappointed after reading the article, what do you think its author aimed to do?"
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,1,I think the author wanted to describe an incident and provoke feelings to the readers.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,0,That’s right. Do you believe the author included his/her personal opinion or interpretation of the incident in the article?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,1,"Yes, I think so."
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,0,How does the author characterize this incident?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,1,The author characterizes this incident as “yet another horrific case of violence against women”. The author thinks that this incident is horrible.
3,Response,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,0,Very well. The author also mentions “yet another”. Does the author mention more cases of violence against women?
3,Context,students,"Bologna, 23-year-old girl in alcoholic coma. Pakistani immigrant rapes her in hospital",low,emotional,2,14,expert,1,"Yes, the author mentions more cases of violence against women."
